spotify_artist_id,artist_name
5vBSrE1xujD2FXYRarbAXc,"""Years & Years"""
5vCOdeiQt9LyzdI87kt5Sh,"""AronChupa"""
7mnAzEmgquhrVtGob81SmO,"""Big Shaq"""
6VxCmtR7S3yz4vnzsJqhSV,"""Sheppard"""
2DlGxzQSjYe5N6G9nkYghR,"""Jennifer Lopez"""
43ZHCT0cAZBISjO8DG9PnE,"""Elvis Presley"""
15NtJjjHRFybdNSMyM9smT,"""Nevada"""
6gK1Uct5FEdaUWRWpU4Cl2,"""Petit Biscuit"""
2urF8dgLVfDjunO0pcHUEe,"""Alvaro Soler"""
4UXqAaa6dQYAk18Lv7PEgX,"""Fall Out Boy"""
6ltzsmQQbmdoHHbLZ4ZN25,"""Lord Huron"""
2WzaAvm2bBCf4pEhyuDgCY,"""Ruth B."""
0NIPkIjTV8mB795yEIiPYL,"""Wallows"""
2JbE7jUIGtpXSzytnyMg6U,"""Curtis Waters"""
1qQLhymHXFPtP5U8KNKsm6,"""Apache 207"""
6LqNN22kT3074XbTVUrhzX,"""Kesha"""
2SrSdSvpminqmStGELCSNd,"""Stormzy"""
3klZnJvYGIbWritVwQD434,"""Duncan Laurence"""
2x7PC78TmgqpEIjaGAZ0Oz,"""Trueno"""
360IAlyVv4PCEVjgyMZrxK,"""Miguel"""
2cWZOOzeOm4WmBJRnD5R7I,"""Normani"""
6ydoSd3N2mwgwBHtF6K7eX,"""Calum Scott"""
2l35CQqtYRh3d8ZIiBep4v,"""MKTO"""
2hlmm7s2ICUX0LVIhVFlZQ,"""Gunna"""
0hCNtLu0JehylgoiP8L4Gh,"""Nicki Minaj"""
00XhexlJEXQstHimpZN910,"""Brytiago"""
2jku7tDXc6XoB6MO2hFuqg,"""Tory Lanez"""
0Tob4H0FLtEONHU1MjpUEp,"""Tinie Tempah"""
4fxd5Ee7UefO4CUXgwJ7IP,"""Giveon"""
3oSJ7TBVCWMDMiYjXNiCKE,"""Kane Brown"""
5KEG7G8LDYlHgFDqZyEEs2,"""Chris Rea"""
4jpsw9CQS439N0B7SecMgf,"""Ant Saunders"""
3gIRvgZssIb9aiirIg0nI3,"""Jeremy Zucker"""
77qukKzmdI5BeMBR7WGUrN,"""Aaron Smith"""
0NnUMWDCDi1snuMja6IdxH,"""Harry Nach"""
3yzRiNMZdTsSUgplcyYZ4i,"""Blanco Brown"""
4STHEaNw4mPZ2tzheohgXB,"""Paul McCartney"""
7nDsS0l5ZAzMedVRKPP8F1,"""Ella Henderson"""
2qdONMCoDngQk0eV4Avs1i,"""Natalie La Rose"""
7nKeLE1toRtW4M279iS26h,"""Zay Hilfigerrr"""
23wEWD21D4TPYiJugoXmYb,"""ThalÃ­a"""
3QLIkT4rD2FMusaqmkepbq,"""Rachel Platten"""
6cK3NBO6uP7hh0oyuVELFl,"""Saweetie"""
6P5NO5hzJbuOqSdyPB7SJM,"""Ashe"""
1wZtkThiXbVNtj6hee6dz9,"""Wisin & Yandel"""
6cEuCEZu7PAE9ZSzLLc2oQ,"""R3HAB"""
3QJUFtGBGL05vo0kCJZsmT,"""salem ilese"""
5v8jlSmAQfrkTjAlpUfWtu,"""Perry Como"""
5fMUXHkw8R8eOP2RNVYEZX,"""Diplo"""
4ScCswdRlyA23odg9thgIO,"""Jess Glynne"""
73jBynjsVtofjRpdpRAJGk,"""Dimitri Vegas & Like Mike"""
0cGUm45nv7Z6M6qdXYQGTX,"""Kehlani"""
46GXASE9LHzyssNqKOInUu,"""Dawin"""
3AVfmawzu83sp94QW7CEGm,"""Astrid S"""
2feDdbD5araYcm6JhFHHw7,"""Labrinth"""
3bhu7P5PfngueRHiB9hjcx,"""Elle King"""
0eHQ9o50hj6ZDNBt6Ys1sD,"""Yandel"""
4LcUpNlXFEleaLlelmkv2R,"""Kris Kross Amsterdam"""
4zxvC7CRGvggq9EWXOpwAo,"""Kiesza"""
2HPaUgqeutzr3jx5a9WyDV,"""PARTYNEXTDOOR"""
0HkcYmcjrBR3SCw9Ld5VZk,"""Calboy"""
787bCXOIvGeBw0Bc4kEjhD,"""Luke Christopher"""
33ScadVnbm2X8kkUqOkC6Z,"""Don Omar"""
3KV3p5EY4AvKxOlhGHORLg,"""Jeremih"""
0wi4yTYlGtEnbGo4ltZTib,"""Shakin' Stevens"""
16oZKvXb6WkQlVAjwo2Wbg,"""The Lumineers"""
2cy1zPcrFcXAJTP0APWewL,"""Gente De Zona"""
4YXycRbyyAE0wozTk7QMEq,"""Matoma"""
27mFvqQj8KpjmdKIqcw1mG,"""Ayo & Teo"""
17lzZA2AlOHwCwFALHttmp,"""2 Chainz"""
6beUvFUlKliUYJdLOXNj9C,"""King Princess"""
3AQRLZ9PuTAozP28Skbq8V,"""The Script"""
7nqlScm2smydSRl13eaP8E,"""Nea"""
1gPhS1zisyXr5dHTYZyiMe,"""Kevin Gates"""
7d3WFRME3vBY2cgoP38RDo,"""Lil Skies"""
4riOEaOW5hCeqomFDBk0aP,"""Rochy RD"""
7jZM5w05mGhw6wTB1okhD9,"""ATB"""
6trIghKwHRUyxwvm66HLHH,"""FousheÃ©"""
0ZrpamOxcZybMHGg1AYtHP,"""Robin Thicke"""
0iEtIxbK0KxaSlF7G42ZOp,"""Metro Boomin"""
6HqgxkTt9KGyt27zYrwVan,"""Super Yei"""
74eY8wbrhhVD7pACbBHwHw,"""Imany"""
7kXCcNRLEnblbTAppPraBp,"""Milly"""
71jSVPQ6yskfyvWeiwvT5s,"""S1mba"""
6Ha4aES39QiVjR0L2lwuwq,"""Yo Gotti"""
6prmLEyn4LfHlD9NnXWlf7,"""Adam Lambert"""
6i392l38cR3uBPF0DbNs7S,"""Quality Control"""
1mX1TWKpNxDSAH16LgDfiR,"""Jesse & Joy"""
0MlOPi3zIDMVrfA9R04Fe3,"""American Authors"""
5TYxZTjIPqKM8K8NuP9woO,"""C. Tangana"""
4m6ubhNsdwF4psNf3R8kwR,"""Khea"""
6c4sUNBgdonFJz8Kx2VsGz,"""Madcon"""
2LZDXcxJWgsJfKXZv9a5eG,"""Cashmere Cat"""
77tT1kLj6mCWtFNqiOmP9H,"""Daryl Hall & John Oates"""
4MIULe6tfg2loNzBy5B9eu,"""T-Wayne"""
0id62QV2SZZfvBn9xpmuCl,"""Aloe Blacc"""
0e86yPdC41PGRkLp2Q1Bph,"""Mother Mother"""
5he5w2lnU9x7JFhnwcekXX,"""Skrillex"""
1g0fXhQMHAxlRyIBkCbuE7,"""Matt Simons"""
7vPGzgDg3qGUY5bWtrO3K4,"""Conkarah"""
3Y7RZ31TRPVadSFVy1o8os,"""H.E.R."""
1PKErrAhYFdfrDymGHRQRo,"""Nathan Evans"""
23zg3TcAtWQy7J6upgbUnj,"""Usher"""
4LLpKhyESsyAXpc4laK94U,"""Mac Miller"""
0f5nVCcR06GX8Qikz0COtT,"""Omarion"""
26dSoYclwsYLMAKD3tpOr4,"""Britney Spears"""
188VINPQh5dyNfLUkevKqf,"""Olivia Holt"""
5NGO30tJxFlKixkPSgXcFE,"""The Police"""
7rkW85dBwwrJtlHRDkJDAC,"""NAV"""
3PhoLpVuITZKcymswpck5b,"""Elton John"""
5jAMCwdNHWr7JThxtMuEyy,"""NOTD"""
7LvoDJUNGnOrPdGRzVtOJ9,"""Young M.A"""
5F1aoppMtU3OMiltO8ymJ2,"""Hugh Jackman"""
4gwpcMTbLWtBUlOijbVpuu,"""Capital Cities"""
4vxaQs6vK54nK89J1VtLex,"""PUBLIC"""
716NhGYqD1jl2wI1Qkgq36,"""Bizarrap"""
1ackd5XprZEkH3McKbQD51,"""Juan MagÃ¡n"""
2bxxlINUlcMQQb39K7IopR,"""Abraham Mateo"""
1RBzGO6Nm3uyhUSxP7EDWO,"""Kevin Roldan"""
250b0Wlc5Vk0CoUsaCY84M,"""JENNIE"""
1bAftSH8umNcGZ0uyV7LMg,"""Duki"""
4fpTMHe34LC5t3h5ztK8qu,"""The Carters"""
6L1XC7NrmgWRlwAeLJvVtA,"""Sam Fischer"""
47z7ZrgFoBvVpCnElCE3Zh,"""Yellow Claw"""
5xKp3UyavIBUsGy3DQdXeF,"""A Great Big World"""
2rhFzFmezpnW82MNqEKVry,"""Ski Mask The Slump God"""
7i9j813KFoSBMldGqlh2Z1,"""Riton"""
6ywXRaHY7m2DJ0dd7CsLAB,"""Ramz"""
6olE6TJLqED3rqDCT0FyPh,"""Nirvana"""
523y9KSneKh6APd1hKxLuF,"""Master KG"""
3hteYQFiMFbJY7wS0xDymP,"""Gesaffelstein"""
3fZk3Gm5dN5v5yfYMQ04Bx,"""Dimelo Flow"""
0hEurMDQu99nJRq8pTxO14,"""John Mayer"""
1BhWF9W2PngtPSyobKg0rP,"""Pia Mia"""
2iE18Oxc8YSumAU232n4rW,"""The Jackson 5"""
293zczrfYafIItmnmM3coR,"""Chuck Berry"""
5uYe4bcAXlMP7d4mrOYkML,"""Niack"""
5lHRUCqkQZCIWeX7xG4sYT,"""Rich Homie Quan"""
4njdEjTnLfcGImKZu1iSrz,"""AWOLNATION"""
0imE3buPhAowREqCrr4CYe,"""Peach Tree Rascals"""
6BeO1KuAWBqFriL1mLHtNc,"""Leslie Grace"""
5DUlefCLzVRzNWaNURTFpK,"""Cali Y El Dandee"""
2kRfqPViCqYdSGhYSM9R0Q,"""Madison Beer"""
2TWBei99x2tV70bdYbWdAf,"""Dayvi"""
0q4NrXqJnc367PieejuROJ,"""Vice"""
0n6sKrG0xKAf8xmdqeNGke,"""Los Legendarios"""
5nkYRuiIHg2xXHFC8bfosJ,"""ItaloBrothers"""
4RVnAU35WRWra6OZ3CbbMA,"""Kylie Minogue"""
6XyY86QOPPrYVGvF9ch6wz,"""Linkin Park"""
3wVXTWabe3viT0jF7DfjOL,"""Vedo"""
1AL2GKpmRrKXkYIcASuRFa,"""Wesley SafadÃ£o"""
1bj5GrcLom5gZFF5t949Xl,"""Martin Solveig"""
28j8lBWDdDSHSSt5oPlsX2,"""ZHU"""
5JSXWmQO8csVUy6hSRu8TA,"""Maty Noyes"""
3Yl4nkmEa8BSuGWbwhdLDq,"""G.R.L."""
6y5amJcTjeDgLXIjtQLMst,"""Grace"""
6Xgp2XMz1fhVYe7i6yNAax,"""Trippie Redd"""
5lXfVoQxVgC5fpjkVqvNYn,"""Isaiah"""
7z2avKuuiMAT4XZJFv8Rvh,"""Tom Walker"""
391oLRVmoTkumiN79HkTWu,"""Darlene Love"""
2gBjLmx6zQnFGQJCAQpRgw,"""Nelly"""
1CoZyIx7UvdxT5c8UkMzHd,"""Jorja Smith"""
7HkdQ0gt53LP4zmHsL0nap,"""Ella Mai"""
3whuHq0yGx60atvA2RCVRW,"""Olly Murs"""
5QatamYwvUTOmMHW6WA0AG,"""Terror Jr"""
73Np75Wv2tju61Eo9Zw4IR,"""Idina Menzel"""
3wjsrpfO6odEphTZWx45RQ,"""Hearts & Colors"""
0qSX3s5pJnAlSsgsCne8Cz,"""Brett Eldredge"""
0VRj0yCOv2FXJNP47XQnx5,"""Quavo"""
0LyOADBjj28cbvJWTXUEGA,"""Loren Allred"""
2cQr2KbzdRtIFlfbHGnNsL,"""Ziv Zaifman"""
5IcR3N7QB1j6KBL8eImZ8m,"""ScHoolboy Q"""
0RPzmE1iY76tx1eBBXFyYn,"""DJ Ivis"""
2iojnBLj0qIMiKPvVhLnsH,"""Trey Songz"""
0lzV2CiahHRiGd6qpADtPS,"""James Hersey"""
5sK8BsvyDl4TFA6KaBf8or,"""Charly Black"""
1vSN1fsvrzpbttOYGsliDr,"""Tori Kelly"""
1z4g3DjTBBZKhvAroFlhOM,"""Red Velvet"""
48R2gYdPKtfnfKAzhSVPUx,"""Migrantes"""
7n2Ycct7Beij7Dj7meI4X0,"""TWICE"""
4PVn1b2WnnXdq80C7uaZLZ,"""Nause"""
76Xa625geVw0Q7BdyxNjA2,"""Mc Zaac"""
5Lv2GUVwqmQBPwrTrxucE5,"""Os BarÃµes Da Pisadinha"""
0LyfQWJT6nXafLPZqxe9Of,"""Various Artists"""
26AHtbjWKiwYzsoGoUZq53,"""Pentatonix"""
4b19vuzlDcNdU4quI7L6sW,"""ElyOtto"""
4WZGDpNwrC0vNQyl9QzF7d,"""Capital Bra"""
34v5MVKeQnIo0CWYMbbrPf,"""John Newman"""
7LbuenKfQNLPKzvi1rKPBG,"""Madden"""
22jNvLBrXGKr4CcV2tw8Ag,"""Jonas Esticado"""
3r17AfJCCUqC9Lf0OAc73G,"""Fergie"""
3ScY9CQxNLQei8Umvpx5g6,"""Fat Joe"""
3k68C6mNMJL6OaAdWeW2ZF,"""Diego & Victor Hugo"""
5w6mMj1qwSILG0pcylfchp,"""FÃ„IS"""
4tZwfgrHOc3mvqYlEYSvVi,"""Daft Punk"""
49tQo2QULno7gxHutgccqF,"""LANY"""
06nvjg4wBANK6DCHjqtPNd,"""Mahmood"""
5iNrZmtVMtYev5M9yoWpEq,"""Seeb"""
0kkxsdcaWmWU2yWAqclDh4,"""Rixton"""
0DdDnziut7wOo6cAYWVZC5,"""KREAM"""
4lDXfIznmGueBgTjI3qGUX,"""MÃ¸me"""
5SyGEPymt1G2uto47tVWvZ,"""MadeinTYO"""
47uyFQHOD02S0lj9ptRpoB,"""Felipe AraÃºjo"""
7MiDcPa6UiV3In7lIM71IN,"""Gusttavo Lima"""
3gGUMEwIX6XodWsYEvKSal,"""YBN Nahmir"""
13bDjug9N0pyv3ZUINjkDV,"""Bausa"""
14scxEoUN7Dcx1m4EQ7oHe,"""Ashley O"""
3tLYpanVDomWAZqF82NPds,"""Vigiland"""
5bzWtCkjIAMgN93gLt56SO,"""Tropkillaz"""
1bT7m67vi78r2oqvxrP3X5,"""Naughty Boy"""
2ODbg2404zUzTi02qIPEjB,"""Tay-K"""
5QdEbQJ3ylBnc3gsIASAT5,"""G Herbo"""
6tkyhGe9hGI3Lcfo4gVh6Z,"""ChocQuibTown"""
2iUbk5KhZYZt4CRvWbwb7S,"""LunchMoney Lewis"""
3p7PcrEHaaKLJnPUGOtRlT,"""Henrique & Juliano"""
5TbLOwv8BNnik3f03NZJlt,"""TOKYOâ€™S REVENGE"""
3IW7ScrzXmPvZhB27hmfgy,"""Jul"""
3eVa5w3URK5duf6eyVDbu9,"""ROSÃ‰"""
6KZDXtSj0SzGOV705nNeh3,"""Kid Ink"""
0BqURncJM5B1BBu7UM51eq,"""Guaynaa"""
45TgXXqMDdF8BkjA83OM7z,"""Rod Wave"""
0SfsnGyD8FpIN4U4WCkBZ5,"""Armin van Buuren"""
1y5T3Prq30eW5RkpaUWNOQ,"""Frans"""
25tMQOrIU4LlUo6Sv8v5SE,"""Gavin James"""
0daugAjUgbJSqdlyYNwIbT,"""Vicetone"""
7hOGhpa8RMSuDOWntGIAJt,"""A R I Z O N A"""
1Zatb2YN4erBOoSivOXc0o,"""O.T. Genasis"""
3aGFCoR8xGN6DKwvdzeSja,"""ILOVEMAKONNEN"""
4TsHKU8l8Wq7n7OPVikirn,"""Jidenna"""
4poL7YCSkG7kMnWjAdDU91,"""Era Istrefi"""
5GcWBUX00IPuWVGMIRK1sS,"""Residente"""
1IxP1g9VrPzJqXFCsuyHKe,"""MÃ¥ns ZelmerlÃ¶w"""
5KNNVgR6LBIABRIomyCwKJ,"""Dermot Kennedy"""
3eqjTLE0HfPfh78zjh6TqT,"""Bruce Springsteen"""
2VAnyOxzJuSAj7XIuEOT38,"""AlunaGeorge"""
3b8QkneNDz4JHKKKlLgYZg,"""Florida Georgia Line"""
6Ad91Jof8Niiw0lGLLi3NW,"""YUNGBLUD"""
1xHQO9GJIW9OXHxGBISYc5,"""Marian Hill"""
0AJUYWKztkg5dnrHDIBv47,"""MiC LOWRY"""
6ujr1NkqbZpYOhquczUUfl,"""The Strumbellas"""
5DK8eK7fjvRsziXzyr3sFA,"""Moon Taxi"""
3Rx4PJ7SP6unkOk5elPUK7,"""Money Man"""
0NiaKn55OzJswiYevvlKfz,"""RaÃ­ Saia Rodada"""
5338fdSzGNOFD4cxAxDTeq,"""Aaron Carter"""
6lBN3Tzt61u8i9AJoAhKzF,"""Mykola Dmytrovych Leontovych"""
0rvjqX7ttXeg3mTy8Xscbt,"""Journey"""
3zrUX1hQrUB9aXcOiyQLmN,"""Stanaj"""
6icQOAFXDZKsumw3YXyusw,"""Lil Yachty"""
1dgdvbogmctybPrGEcnYf6,"""Route 94"""
2uFC1dAj5b0YU7vulKNZ0p,"""Banx & Ranx"""
5F1aAS1duwlzExnPs3l2Xe,"""Pooh Shiesty"""
48HORs6F9P7IgdyKrk4MZC,"""TarcÃ­sio do Acordeon"""
1L9i6qZYIGQedgM9QLSyzb,"""Klingande"""
25uiPmTg16RbhZWAqwLBy5,"""Charli XCX"""
1AwO9pWEBSBoWdEZu28XDC,"""Eartha Kitt"""
3gd8FJtBJtkRxdfbTu19U2,"""Mumford & Sons"""
74KM79TiuVKeVCqs8QtB0B,"""Sabrina Carpenter"""
3RtNN1VnooWEn3KQk03DUL,"""Noriel"""
0jNDKefhfSbLR9sFvcPLHo,"""San Holo"""
3mIj9lX2MWuHmhNCA7LSCW,"""The 1975"""
00FQb4jTyendYWaN8pK0wa,"""Lana Del Rey"""
2AsusXITU8P25dlRNhcAbG,"""Gotye"""
05o1zW8b6PV6rEquXr74sB,"""State of Sound"""
6C1ohJrd5VydigQtaGy5Wa,"""Joyner Lucas"""
5X4LWwbUFNzPkEas04uU82,"""DVBBS"""
7blkMNJv8n9ceP9zlA4W2U,"""Shawn Hook"""
7wg1qvie3KqDNQbAkTdbX0,"""Louis The Child"""
1ShZZUjkbXCjhwrb18BA8I,"""Bryce Vine"""
2lEOFtf3cCyzomQcMHJGfZ,"""Ylvis"""
5n9bMYfz9qss2VOW89EVs2,"""Bomba EstÃ©reo"""
3NH8t45zOTqzlZgBvZRjvB,"""PNL"""
5lKZWd6HiSCLfnDGrq9RAm,"""Leona Lewis"""
2Z0lRIqr997lIUiPtrpKCr,"""Matheus & Kauan"""
1Fr6agZ6iSM5Ynn2k4C8sc,"""VÃ‰RITÃ‰"""
34LetYSjEuG2fBb4Z8PwPg,"""Pashanim"""
0ZRBa9pTfhhCsJW95F1ugg,"""Yall"""
36SRwzRkX5zW3ABjJrevqX,"""DadÃ¡ BoladÃ£o"""
4sg4no0TXdsrM1s4SVUwNF,"""Juju"""
6EPlBSH2RSiettczlz7ihV,"""Sleepy Hallow"""
7zY0DMisq1oYXvNNgGwHBY,"""Juanfran"""
4wLXwxDeWQ8mtUIRPxGiD6,"""Marc Anthony"""
718COspgdWOnwOFpJHRZHS,"""Luke Combs"""
4oUHIQIBe0LHzYfvXNW4QM,"""Morgan Wallen"""
1bqxdqvUtPWZri43cKHac8,"""MAX"""
2jnIB6XdLvnJUeNTy5A0J2,"""Why Don't We"""
6UCQYrcJ6wab6gnQ89OJFh,"""Headie One"""
0r0KdmVS1Er3kaFnl1KPog,"""Kwabs"""
5wPoxI5si3eJsYYwyXV4Wi,"""N.E.R.D"""
34Y0ldeyUv7jBvukWOGASO,"""Bobby Shmurda"""
2M4eNCvV3CJUswavkhAQg2,"""James Newton Howard"""
5KYEMMz9O9iLIESifKAEOp,"""WhoHeem"""
0fA0VVWsXO9YnASrzqfmYu,"""Kid Cudi"""
7wlFDEWiM5OoIAt8RSli8b,"""YoungBoy Never Broke Again"""
5fahUm8t5c0GIdeTq0ZaG8,"""Otto Knows"""
2lolQgalUvZDfp5vvVtTYV,"""Tony Bennett"""
1MXZ0hsGic96dWRDKwAwdr,"""Tyla Yaweh"""
7c0XG5cIJTrrAgEC3ULPiq,"""Ty Dolla $ign"""
5YCc6xS5Gpj3EkaYGdjyNK,"""WOS"""
1aQwKFn00nswXRDUDipm0K,"""Gaullin"""
1VBflYyxBhnDc9uVib98rw,"""Icona Pop"""
2TImI3DW7o5MdRXJs4D37h,"""SOB X RBE"""
2hPgGN4uhvXAxiXQBIXOmE,"""KIDS SEE GHOSTS"""
5wyWp867LWGjFmYZXVSFnZ,"""MERO"""
6HUm6AHJE0oisACMN6NNJ5,"""Faul & Wad Ad"""
6kq4GHwUcUojGIu0ziSNXf,"""Amenazzy"""
2KC9Qb60EaY0kW4eH68vr3,"""ITZY"""
46mGxneffUCmDhMU1m6zYu,"""Martin Tungevaag"""
1o2NpYGqHiCq7FoiYdyd1x,"""Bea Miller"""
6WY7D3jk8zTrHtmkqqo5GI,"""Maren Morris"""
7aLdKgvXgDQz0wi5z2PKMV,"""99 Souls"""
7hJcb9fa4alzcOq3EaNPoG,"""Snoop Dogg"""
2WxjxdeF7GGdcCK276qViY,"""Natalie Taylor"""
6h1s4i4XKIYv4ErDelLDN0,"""Samra"""
5QSx2vpiSchSeCwc0qmfNI,"""Who Is Fancy"""
74XFHRwlV6OrjEM0A2NCMF,"""Paramore"""
3Apb2lGmGJaBmr0TTBJvIZ,"""Rusherking"""
6x2LnllRG5uGarZMsD4iO8,"""Thomas Rhett"""
6Ff53KvcvAj5U7Z1vojB5o,"""*NSYNC"""
5EvFsr3kj42KNv97ZEnqij,"""Shaggy"""
0L8ExT028jH3ddEcZwqJJ5,"""Red Hot Chili Peppers"""
3fMbdgg4jU18AjLCKBhRSm,"""Michael Jackson"""
41QLxRXlc2NwfJZkHGHKid,"""Israel & Rodolffo"""
7Lk9V7E1u5gqSHmtcKlOqH,"""Sara Kays"""
,""""""
4gOc8TsQed9eqnqJct2c5v,""""""
5Q81rlcTFh3k6DQJXPdsot,"""Mura Masa"""
3HqSLMAZ3g3d5poNaI7GOU,"""IU"""
37mtx80nMDETlbsq2eFCzc,"""Fleur East"""
1LOB7jTeEV14pHai6EXSzF,"""Cash Cash"""
7yntSJ6uojO3z6GFUVwhAW,"""CORPSE"""
0EeQBlQJFiAfJeVN2vT9s0,"""Nipsey Hussle"""
2ZRQcIgzPCVaT9XKhXZIzh,"""Gryffin"""
7aBzpmFXB4WWpPl2F7RjBe,"""Wyclef Jean"""
4yiQZ8tQPux8cPriYMWUFP,"""Gwen Stefani"""
1zNqQNIdeOUZHb8zbZRFMX,"""Swae Lee"""
3iOvXCl6edW5Um0fXEBRXy,"""The xx"""
1xFn1xod58AGaSZjrxdiXA,"""El Chacal"""
6sFHvCyqklnJpXC9Nh1aag,"""Alexander 23"""
2QsynagSdAqZj3U9HgDzjD,"""Bob Marley & The Wailers"""
3TOqt5oJwL9BE2NG9MEwDa,"""Disturbed"""
3oDbviiivRWhXwIE8hxkVV,"""The Beach Boys"""
1aS5tqEs9ci5P9KD9tZWa6,"""Bonez MC"""
0Q9slhIaEgg190iG8udYIV,"""Philip George"""
0p4nmQO2msCgU4IF37Wi3j,"""Avril Lavigne"""
1IELhvOMg5VQlU7syRm6CS,"""CAZZETTE"""
4PzYKhC14sTJNEr0dzoo0d,"""LuÃ­sa Sonza"""
09agIJMxCD2k87ys9Al0f0,"""VIZE"""
3koiLjNrgRTNbOwViDipeA,"""Marvin Gaye"""
7guDJrEfX3qb6FEbdPA5qi,"""Stevie Wonder"""
5zfEatKLDdRkgbw6sdLBAQ,"""Octavian"""
2jw70GZXlAI8QzWeY2bgRc,"""Nelly Furtado"""
5f5mH9BDkeyXmDbzevu38d,"""Alfons"""
2Tg0aF5cbZktYFzgR1iAKv,"""Julie Bergan"""
4IJczjB0fJ04gs4uvP0Fli,"""Gym Class Heroes"""
5nSAh3wlH7VaqpnkiMjzDs,"""WSTRN"""
2tcoLkA9Hexz70Kuc1NTUl,"""Gradur"""
1Ffb6ejR6Fe5IamqA5oRUF,"""Bring Me The Horizon"""
5R3Hr2cnCCjt220Jmt2xLf,"""Dillon Francis"""
5KnoVkIUGmK0PiDKMjz2LM,"""Feder"""
5qa31A9HySw3T7MKWI9bGg,"""FLETCHER"""
21E3waRsmPlU7jZsS13rcj,"""Ne-Yo"""
0yApzRdrUqTGqX9MULdnmV,"""Thiaguinho MT"""
2jSGzJw0ebJLu7OLVSOcBP,"""Plan B"""
2w6slVluzWlwADP8aB5yz5,"""Palisades"""
3mH3OBKopDDVgnJcT5PrPk,"""Redfoo"""
4pADjHPWyrlAF0FA7joK2H,"""Jay Sean"""
325L7kby6bkG5qSXXAFEWM,"""Joker Bra"""
19i93sA0D7yS9dYoVNBqAA,"""tha Supreme"""
4cSYNpczcvTUpnPMFDLsIc,"""Tungevaag & Raaban"""
5wbf52LA6kcaboHSN6NEF1,"""Pedro Sampaio"""
0WK3H9OErSn5zKOkOV5egm,"""DDG"""
